"","dIF11_0h","dIF11_1h","dIF12_0h","dIF12_1h","dIF31_0h","dIF31_1h","dWT1_0h","dWT1_1h","dWT2_0h","dWT2_1h","dWT3_0h","dWT3_1h"
"AP004310.1-40686-minus",8.1688618877215,0,5.54377646189755,0,8.43402136812937,1.20660320163861,13.1277812447795,0.960952813884798,8.71238849038888,2.35192193390878,11.6632124741943,0
"AP004310.1-41192-minus",8.1688618877215,4.30014810454708,7.12771259386828,2.33213086461707,4.91984579807547,0,9.62703957950494,1.9219056277696,4.97850770879365,2.35192193390878,12.560382664517,6.85339354429515
"AP004310.1-41319-minus",8.1688618877215,2.86676540303139,4.75180839591219,1.16606543230853,7.73118625411859,2.41320640327722,11.3774104121422,6.72666969719359,7.46776156319047,1.56794795593918,14.3547230451623,2.57002257911068
"AP004310.1-41393-minus",3.06332320789556,0,6.33574452788292,0,2.10850534203234,0,14.0029666610981,0.960952813884798,13.6908961991825,0,8.07453171290378,2.57002257911068
"AP004310.1-41428-minus",12.2532928315822,0,7.12771259386828,1.16606543230853,6.32551602609703,4.82641280655443,10.5022249958236,0.960952813884798,9.95701541758729,1.56794795593918,18.8405739967755,0.856674193036894
"AP004310.1-44013-minus",13.2744005675474,1.43338270151569,6.33574452788292,0,7.73118625411859,1.20660320163861,14.0029666610981,3.84381125553919,6.22313463599206,2.35192193390878,8.97170190322642,0.856674193036894
"AP004310.1-44329-minus",39.8232017026423,17.2005924181883,28.5108503754731,9.32852345846827,30.9247450164744,22.9254608311335,65.6389062238973,6.72666969719359,51.0297040151349,10.1916617136047,44.8585095161321,11.9934387025165
"AP004310.1-52539-plus",8.1688618877215,0,4.75180839591219,0,8.43402136812937,0,19.2540791590099,2.88285844165439,7.46776156319047,2.35192193390878,16.1490634258076,3.42669677214758
"AP004310.1-52540-plus",12.2532928315822,0,5.54377646189755,0,3.5141755700539,3.61980960491582,13.1277812447795,4.80476406942399,9.95701541758729,4.70384386781755,11.6632124741943,0.856674193036894
"AP004310.1-54290-plus",8.1688618877215,4.30014810454708,2.37590419795609,0,3.5141755700539,1.20660320163861,9.62703957950494,1.9219056277696,7.46776156319047,0,5.38302114193585,0.856674193036894
"AP004310.1-54418-plus",8.1688618877215,0,4.75180839591219,1.16606543230853,5.62268091208625,0,12.2525958284608,2.88285844165439,9.95701541758729,2.35192193390878,5.38302114193585,2.57002257911068
"AP004310.1-54475-plus",65.350895101772,14.3338270151569,33.2626587713853,1.16606543230853,52.0097984367978,16.8924448229405,80.517058301314,12.4923865805024,44.8065693791428,10.1916617136047,52.0358710387132,15.4201354746641
"AP004310.1-54665-plus",9.18996962368668,0,3.16787226394146,1.16606543230853,4.21701068406469,1.20660320163861,17.5037083263726,10.5704809527328,11.2016423447857,7.83973977969592,9.86887209354906,11.9934387025165
"AP004310.1-54666-plus",4.08443094386075,1.43338270151569,2.37590419795609,1.16606543230853,2.81134045604312,0,15.7533374937354,9.60952813884798,1.24462692719841,3.91986988984796,9.86887209354906,6.85339354429515
"AP004310.1-54667-plus",5.10553867982593,4.30014810454708,1.58393613197073,3.4981962969256,4.21701068406469,2.41320640327722,11.3774104121422,7.68762251107838,11.2016423447857,7.05576580172633,11.6632124741943,8.56674193036894
"AP004310.1-54676-plus",4.08443094386075,0,4.75180839591219,1.16606543230853,1.40567022802156,0,20.1292645753285,2.88285844165439,7.46776156319047,4.70384386781755,8.07453171290378,5.14004515822136
"AP004310.1-54694-plus",4.08443094386075,2.86676540303139,6.33574452788292,0,6.32551602609703,2.41320640327722,10.5022249958236,8.64857532496318,7.46776156319047,3.13589591187837,10.7660422838717,7.71006773733205
"AP004310.1-54726-plus",6.12664641579112,1.43338270151569,7.12771259386828,3.4981962969256,14.0567022802156,6.03301600819304,13.1277812447795,15.3752450221568,12.4462692719841,6.27179182375673,17.0462336161302,14.5634612816272
"AP004310.1-55072-plus",5.10553867982593,0,4.75180839591219,0,3.5141755700539,6.03301600819304,8.75185416318631,7.68762251107838,8.71238849038888,5.48781784578714,7.17736152258114,4.28337096518447
"AP004310.1-55379-plus",8.1688618877215,2.86676540303139,5.54377646189755,2.33213086461707,9.13685648214015,3.61980960491582,8.75185416318631,1.9219056277696,16.1801500535794,2.35192193390878,13.4575528548396,6.85339354429515
"AP004310.1-55502-plus",8.1688618877215,2.86676540303139,4.75180839591219,1.16606543230853,9.13685648214015,2.41320640327722,11.3774104121422,2.88285844165439,7.46776156319047,3.13589591187837,8.97170190322642,1.71334838607379
"AP004310.1-55509-plus",1.02110773596519,2.86676540303139,8.71164872583901,0,4.91984579807547,2.41320640327722,8.75185416318631,0.960952813884798,7.46776156319047,1.56794795593918,7.17736152258114,1.71334838607379
"AP004310.1-55579-plus",3.06332320789556,1.43338270151569,3.95984032992682,0,6.32551602609703,1.20660320163861,9.62703957950494,0,13.6908961991825,0.783973977969592,8.97170190322642,3.42669677214758
"AP004310.1-55889-plus",10.2110773596519,4.30014810454708,3.16787226394146,1.16606543230853,7.02835114010781,0,11.3774104121422,6.72666969719359,12.4462692719841,3.13589591187837,6.28019133225849,6.85339354429515
"AP004310.1-55890-plus",7.14775415175631,4.30014810454708,9.50361679182438,0,6.32551602609703,3.61980960491582,16.628522910054,1.9219056277696,12.4462692719841,7.05576580172633,17.9434038064528,4.28337096518447
"AP004310.1-55891-plus",5.10553867982593,2.86676540303139,3.95984032992682,2.33213086461707,8.43402136812937,0,21.8796354079658,4.80476406942399,9.95701541758729,7.83973977969592,14.3547230451623,5.14004515822136
"AP004310.1-56479-minus",7.14775415175631,2.86676540303139,3.16787226394146,1.16606543230853,5.62268091208625,1.20660320163861,15.7533374937354,9.60952813884798,6.22313463599206,10.9756356915743,16.1490634258076,3.42669677214758
"AP004310.1-56542-minus",3.06332320789556,2.86676540303139,3.16787226394146,1.16606543230853,4.21701068406469,0,9.62703957950494,7.68762251107838,7.46776156319047,5.48781784578714,8.97170190322642,9.42341612340583
"AP004310.1-56569-minus",8.1688618877215,4.30014810454708,3.95984032992682,1.16606543230853,7.02835114010781,4.82641280655443,9.62703957950494,9.60952813884798,9.95701541758729,8.62371375766551,9.86887209354906,7.71006773733205
"AP004310.1-56576-minus",9.18996962368668,17.2005924181883,3.16787226394146,6.9963925938512,6.32551602609703,6.03301600819304,25.3803770732403,11.5314337666176,2.48925385439682,4.70384386781755,15.2518932354849,17.1334838607379
"AP004310.1-56577-minus",9.18996962368668,10.0336789106099,3.95984032992682,6.9963925938512,2.81134045604312,13.2726352180247,6.12629791423042,3.84381125553919,4.97850770879365,3.13589591187837,7.17736152258114,3.42669677214758
"AP004310.1-56922-minus",133.76511341144,25.8008886272825,88.7004233903608,10.4945888907768,113.156453355736,22.9254608311335,182.038566594275,30.7504900443135,186.694039079762,39.1986988984796,95.1000401742,57.3971709334719
"AP004310.1-57628-minus",20.4221547193037,11.4670616121256,6.33574452788292,3.4981962969256,11.2453618241725,1.20660320163861,21.8796354079658,4.80476406942399,11.2016423447857,5.48781784578714,14.3547230451623,4.28337096518447
"AP004310.1-57873-minus",14.2955083035126,1.43338270151569,11.0875529237951,6.9963925938512,15.4623725082372,2.41320640327722,26.2555624895589,5.76571688330879,7.46776156319047,3.91986988984796,16.1490634258076,2.57002257911068
"AP004310.1-61381-minus",3.06332320789556,15.7672097166726,3.16787226394146,10.4945888907768,2.81134045604312,14.4792384196633,2.62555624895589,2.88285844165439,8.71238849038888,3.91986988984796,5.38302114193585,6.85339354429515
"AP004310.1-66224-minus",2.04221547193037,28.6676540303139,1.58393613197073,43.1444209954157,2.10850534203234,24.1320640327722,0,3.84381125553919,0,2.35192193390878,0.897170190322642,0
"AP004310.1-66616-minus",7.14775415175631,1.43338270151569,4.75180839591219,2.33213086461707,8.43402136812937,2.41320640327722,6.12629791423042,26.9066787887743,6.22313463599206,7.05576580172633,7.17736152258114,6.85339354429515
"AP004310.1-66650-minus",5.10553867982593,10.0336789106099,3.16787226394146,12.8267197553939,5.62268091208625,14.4792384196633,1.75037083263726,7.68762251107838,3.73388078159524,3.91986988984796,3.58868076129057,4.28337096518447
"AP004310.1-66658-minus",11.2321850956171,7.16691350757847,3.16787226394146,16.3249160523195,6.32551602609703,12.0660320163861,3.50074166527452,9.60952813884798,3.73388078159524,10.1916617136047,7.17736152258114,8.56674193036894
"AP004310.1-70814-plus",46.9709558543986,34.4011848363767,28.5108503754731,31.4837666723304,11.9481969381833,13.2726352180247,32.3818604037893,36.5162069276223,44.8065693791428,41.5506208323884,24.2235951387113,36.8369903005864
"AP004311.1-16386-plus",10.2110773596519,8.60029620909417,7.91968065985365,9.32852345846827,9.13685648214015,10.8594288147475,8.75185416318631,10.5704809527328,6.22313463599206,11.7596096695439,12.560382664517,12.8501128955534
"AP004311.1-16387-plus",4.08443094386075,0,3.16787226394146,6.9963925938512,1.40567022802156,0,7.87666874686768,5.76571688330879,7.46776156319047,7.05576580172633,8.07453171290378,1.71334838607379
"AP004311.1-16460-plus",6.12664641579112,5.73353080606278,3.95984032992682,4.66426172923413,10.5425267101617,7.23961920983165,6.12629791423042,8.64857532496318,6.22313463599206,10.1916617136047,7.17736152258114,8.56674193036894
"AP004311.1-16498-plus",14.2955083035126,8.60029620909417,9.50361679182438,5.83032716154267,15.4623725082372,3.61980960491582,42.8840853996129,38.4381125553919,18.6694039079762,47.0384386781755,44.8585095161321,58.2538451265088
"AP004311.1-16530-plus",15.3166160394778,5.73353080606278,13.4634571217512,9.32852345846827,18.2737129642803,3.61980960491582,21.8796354079658,8.64857532496318,19.9140308351746,20.3833234272094,24.2235951387113,14.5634612816272
"AP004311.1-16531-plus",5.10553867982593,0,4.75180839591219,1.16606543230853,4.21701068406469,4.82641280655443,5.25111249791178,2.88285844165439,8.71238849038888,6.27179182375673,9.86887209354906,9.42341612340583
"AP004311.1-16600-plus",9.18996962368668,4.30014810454708,4.75180839591219,8.16245802615973,6.32551602609703,2.41320640327722,7.87666874686768,7.68762251107838,12.4462692719841,7.83973977969592,7.17736152258114,5.14004515822136
"AP004311.1-16601-plus",8.1688618877215,0,8.71164872583901,0,5.62268091208625,2.41320640327722,23.630006240603,31.7114428581983,24.8925385439682,23.5192193390878,23.3264249483887,21.4168548259223
"AP004311.1-16604-plus",8.1688618877215,2.86676540303139,15.8393613197073,11.6606543230853,10.5425267101617,9.65282561310886,17.5037083263726,5.76571688330879,11.2016423447857,9.4076877356351,14.3547230451623,10.2800903164427
"AP004311.1-16605-plus",4.08443094386075,2.86676540303139,6.33574452788292,1.16606543230853,7.02835114010781,3.61980960491582,9.62703957950494,3.84381125553919,9.95701541758729,6.27179182375673,6.28019133225849,11.1367645094796
"AP004311.1-16673-plus",2.04221547193037,2.86676540303139,3.95984032992682,0,3.5141755700539,0,6.12629791423042,12.4923865805024,2.48925385439682,10.1916617136047,6.28019133225849,7.71006773733205
"AP004311.1-16675-plus",4.08443094386075,1.43338270151569,7.91968065985365,1.16606543230853,7.02835114010781,1.20660320163861,17.5037083263726,15.3752450221568,14.9355231263809,19.5993494492398,8.07453171290378,11.9934387025165
"AP004311.1-16678-plus",6.12664641579112,4.30014810454708,15.0473932537219,8.16245802615973,9.83969159615093,8.44622241147025,18.3788937426912,19.219056277696,8.71238849038888,14.1115316034527,17.9434038064528,16.276809667701
"AP004311.1-16679-plus",9.18996962368668,2.86676540303139,8.71164872583901,3.4981962969256,13.3538671662048,6.03301600819304,17.5037083263726,21.1409619054656,17.4247769807778,21.167297405179,14.3547230451623,22.2735290189592
"AP004311.1-16730-plus",9.18996962368668,2.86676540303139,3.16787226394146,0,2.81134045604312,0,7.00148333054905,10.5704809527328,9.95701541758729,7.83973977969592,8.97170190322642,13.7067870885903
"AP004311.1-16823-plus",1.02110773596519,0,1.58393613197073,0,2.10850534203234,2.41320640327722,6.12629791423042,10.5704809527328,4.97850770879365,17.247427515331,2.69151057096793,8.56674193036894
"AP004311.1-16826-plus",6.12664641579112,7.16691350757847,10.2955848578097,10.4945888907768,6.32551602609703,0,10.5022249958236,8.64857532496318,3.73388078159524,5.48781784578714,8.97170190322642,8.56674193036894
"AP004311.1-16894-plus",4.08443094386075,4.30014810454708,3.16787226394146,2.33213086461707,4.91984579807547,0,7.00148333054905,11.5314337666176,4.97850770879365,25.0871672950269,12.560382664517,24.8435515980699
"AP004311.1-16895-plus",2.04221547193037,1.43338270151569,4.75180839591219,2.33213086461707,0.702835114010781,1.20660320163861,5.25111249791178,6.72666969719359,3.73388078159524,13.3275576254831,8.97170190322642,12.8501128955534
"AP004311.1-16896-plus",4.08443094386075,1.43338270151569,4.75180839591219,0,0.702835114010781,2.41320640327722,4.37592708159315,9.60952813884798,1.24462692719841,16.4634535373614,8.97170190322642,16.276809667701
"AP004311.1-16899-plus",8.1688618877215,8.60029620909417,3.95984032992682,2.33213086461707,8.43402136812937,8.44622241147025,10.5022249958236,10.5704809527328,12.4462692719841,15.6794795593918,10.7660422838717,10.2800903164427
"AP004311.1-16900-plus",7.14775415175631,7.16691350757847,7.12771259386828,3.4981962969256,5.62268091208625,1.20660320163861,19.2540791590099,27.8676316026591,16.1801500535794,27.4390892289357,15.2518932354849,23.986877405033
"AP004311.1-17115-plus",14.2955083035126,10.0336789106099,12.6714890557658,5.83032716154267,10.5425267101617,7.23961920983165,17.5037083263726,7.68762251107838,22.4032846895714,16.4634535373614,18.8405739967755,12.8501128955534
"AP004311.1-17188-plus",6.12664641579112,1.43338270151569,2.37590419795609,4.66426172923413,5.62268091208625,3.61980960491582,10.5022249958236,1.9219056277696,4.97850770879365,7.83973977969592,7.17736152258114,9.42341612340583
"AP004311.1-17261-plus",10.2110773596519,5.73353080606278,3.16787226394146,5.83032716154267,4.21701068406469,7.23961920983165,7.00148333054905,2.88285844165439,4.97850770879365,9.4076877356351,6.28019133225849,7.71006773733205
"AP004311.1-22177-minus",0,1.43338270151569,0.791968065985365,0,1.40567022802156,0,9.62703957950494,7.68762251107838,2.48925385439682,10.9756356915743,2.69151057096793,11.1367645094796
"AP004311.1-24402-minus",2.04221547193037,5.73353080606278,3.16787226394146,4.66426172923413,4.91984579807547,4.82641280655443,7.00148333054905,11.5314337666176,8.71238849038888,6.27179182375673,3.58868076129057,8.56674193036894
"AP004311.1-24415-plus",3.06332320789556,2.86676540303139,2.37590419795609,2.33213086461707,1.40567022802156,8.44622241147025,9.62703957950494,1.9219056277696,9.95701541758729,9.4076877356351,12.560382664517,8.56674193036894
"AP004311.1-31305-plus",1.02110773596519,4.30014810454708,3.16787226394146,10.4945888907768,2.81134045604312,22.9254608311335,0.875185416318631,14.414292208272,4.97850770879365,9.4076877356351,8.07453171290378,10.2800903164427
"AP004311.1-32181-plus",14.2955083035126,30.1010367318296,10.2955848578097,62.9675333446608,16.165207622248,63.9499696868462,17.5037083263726,6.72666969719359,16.1801500535794,15.6794795593918,17.9434038064528,6.85339354429515
"AP004311.1-32250-plus",32.675447550886,15.7672097166726,10.2955848578097,11.6606543230853,12.6510320521941,9.65282561310886,15.7533374937354,10.5704809527328,19.9140308351746,23.5192193390878,32.2981268516151,46.2604064239923
"AP004311.1-32251-plus",7.14775415175631,1.43338270151569,2.37590419795609,5.83032716154267,6.32551602609703,6.03301600819304,6.12629791423042,2.88285844165439,12.4462692719841,7.05576580172633,12.560382664517,14.5634612816272
"AP004311.1-32284-plus",36.7598784947467,1.43338270151569,4.75180839591219,1.16606543230853,4.91984579807547,1.20660320163861,11.3774104121422,10.5704809527328,32.3603001071587,72.1256059732024,61.0075729419396,134.497848306792
"AP004311.1-32285-plus",57.1820332140505,5.73353080606278,11.0875529237951,2.33213086461707,4.91984579807547,4.82641280655443,14.8781520774167,8.64857532496318,43.5619424519444,79.9653457528984,85.231168080651,159.341399904862
"AP004311.1-32293-plus",10.2110773596519,0,0.791968065985365,2.33213086461707,0,1.20660320163861,0,1.9219056277696,8.71238849038888,12.5435836475135,11.6632124741943,29.9835967562913
"AP004311.1-32294-plus",20.4221547193037,1.43338270151569,2.37590419795609,0,0.702835114010781,0,1.75037083263726,2.88285844165439,7.46776156319047,19.5993494492398,18.8405739967755,48.830429003103
"AP004311.1-32418-minus",3.06332320789556,1.43338270151569,0.791968065985365,3.4981962969256,1.40567022802156,0,3.50074166527452,31.7114428581983,8.71238849038888,27.4390892289357,3.58868076129057,29.9835967562913
"AP004311.1-32426-minus",2.04221547193037,0,1.58393613197073,1.16606543230853,2.10850534203234,0,3.50074166527452,0.960952813884798,7.46776156319047,5.48781784578714,9.86887209354906,14.5634612816272
"AP004311.1-32463-minus",25.5276933991297,74.5359004788161,13.4634571217512,41.9783555631072,15.4623725082372,68.7763824934006,24.5051916569217,37.4771597415071,41.0726885975476,25.0871672950269,25.120765329034,28.2702483702175
"AP004311.1-32464-minus",5.10553867982593,12.9004443136413,2.37590419795609,10.4945888907768,3.5141755700539,16.8924448229405,4.37592708159315,9.60952813884798,3.73388078159524,4.70384386781755,5.38302114193585,5.14004515822136
"AP004311.1-32469-plus",9.18996962368668,0,5.54377646189755,2.33213086461707,1.40567022802156,1.20660320163861,8.75185416318631,0.960952813884798,7.46776156319047,3.91986988984796,1.79434038064528,4.28337096518447
"AP004311.1-32472-plus",14.2955083035126,5.73353080606278,11.8795209897805,11.6606543230853,11.9481969381833,14.4792384196633,3.50074166527452,4.80476406942399,3.73388078159524,1.56794795593918,13.4575528548396,4.28337096518447
"AP004311.1-35847-minus",1.02110773596519,1.43338270151569,3.16787226394146,9.32852345846827,0.702835114010781,15.6858416213019,3.50074166527452,7.68762251107838,2.48925385439682,6.27179182375673,1.79434038064528,5.99671935125826
"AP004311.1-39094-plus",3.06332320789556,2.86676540303139,10.2955848578097,0,15.4623725082372,1.20660320163861,15.7533374937354,5.76571688330879,12.4462692719841,2.35192193390878,9.86887209354906,2.57002257911068
"AP004311.1-39347-plus",3.06332320789556,0,6.33574452788292,1.16606543230853,7.02835114010781,0,8.75185416318631,3.84381125553919,7.46776156319047,4.70384386781755,9.86887209354906,4.28337096518447
"AP004311.1-39461-plus",19.4010469833386,4.30014810454708,21.3831377816048,1.16606543230853,23.8963938763665,6.03301600819304,20.1292645753285,25.9457259748895,13.6908961991825,18.0314014933006,17.9434038064528,27.4135741771806
"AP004311.1-41154-minus",8.1688618877215,15.7672097166726,3.95984032992682,10.4945888907768,2.81134045604312,9.65282561310886,8.75185416318631,16.3361978360416,11.2016423447857,7.83973977969592,8.97170190322642,10.2800903164427
"AP004311.1-42708-minus",4.08443094386075,1.43338270151569,1.58393613197073,1.16606543230853,2.10850534203234,0,8.75185416318631,7.68762251107838,2.48925385439682,4.70384386781755,3.58868076129057,6.85339354429515
"AP004311.1-42727-minus",3.06332320789556,12.9004443136413,5.54377646189755,16.3249160523195,4.21701068406469,13.2726352180247,8.75185416318631,7.68762251107838,4.97850770879365,10.1916617136047,7.17736152258114,5.99671935125826
"AP004311.1-45485-minus",4.08443094386075,1.43338270151569,3.95984032992682,0,1.40567022802156,0,9.62703957950494,6.72666969719359,3.73388078159524,6.27179182375673,8.97170190322642,6.85339354429515
"AP004311.1-47213-plus",2.04221547193037,2.86676540303139,1.58393613197073,1.16606543230853,2.10850534203234,1.20660320163861,2.62555624895589,7.68762251107838,1.24462692719841,7.05576580172633,3.58868076129057,6.85339354429515
"AP004311.1-47349-plus",2.04221547193037,5.73353080606278,3.95984032992682,2.33213086461707,4.21701068406469,0,2.62555624895589,14.414292208272,0,7.05576580172633,1.79434038064528,14.5634612816272
"AP004311.1-47507-plus",3.06332320789556,4.30014810454708,1.58393613197073,1.16606543230853,0,3.61980960491582,6.12629791423042,14.414292208272,4.97850770879365,20.3833234272094,3.58868076129057,21.4168548259223
"AP004311.1-47508-plus",2.04221547193037,0,0.791968065985365,1.16606543230853,1.40567022802156,4.82641280655443,3.50074166527452,12.4923865805024,3.73388078159524,8.62371375766551,1.79434038064528,11.1367645094796
"AP004311.1-47740-plus",23.4854779271993,24.3675059257668,17.423297451678,29.1516358077133,18.2737129642803,32.5782864442424,25.3803770732403,47.0866878803551,23.6479116167698,43.1185687883275,31.4009566612925,45.4037322309554
"AP004311.1-52732-minus",6.12664641579112,11.4670616121256,6.33574452788292,6.9963925938512,2.81134045604312,15.6858416213019,29.7563041548334,13.4533393943872,88.3685118310872,17.247427515331,26.9151057096793,7.71006773733205
"AP004311.1-53093-minus",3.06332320789556,1.43338270151569,0.791968065985365,1.16606543230853,2.81134045604312,3.61980960491582,14.0029666610981,4.80476406942399,11.2016423447857,7.83973977969592,6.28019133225849,5.99671935125826
"AP004311.1-53102-minus",1.02110773596519,0,0.791968065985365,0,0,0,7.87666874686768,1.9219056277696,11.2016423447857,7.05576580172633,9.86887209354906,3.42669677214758
"AP004311.1-53130-minus",0,1.43338270151569,0,0,0,0,9.62703957950494,7.68762251107838,4.97850770879365,3.13589591187837,8.97170190322642,4.28337096518447
"AP004311.1-53161-minus",3.06332320789556,0,1.58393613197073,3.4981962969256,2.10850534203234,1.20660320163861,15.7533374937354,12.4923865805024,7.46776156319047,7.83973977969592,12.560382664517,10.2800903164427
"AP004311.1-53604-minus",2.04221547193037,0,2.37590419795609,2.33213086461707,1.40567022802156,1.20660320163861,13.1277812447795,2.88285844165439,9.95701541758729,4.70384386781755,10.7660422838717,2.57002257911068
"AP004311.1-54053-minus",3.06332320789556,2.86676540303139,1.58393613197073,2.33213086461707,0,0,14.8781520774167,9.60952813884798,7.46776156319047,10.9756356915743,12.560382664517,5.99671935125826
"AP004311.1-54160-minus",1.02110773596519,4.30014810454708,0.791968065985365,0,1.40567022802156,0,10.5022249958236,0.960952813884798,7.46776156319047,8.62371375766551,8.07453171290378,3.42669677214758
"AP004311.1-54751-minus",4.08443094386075,0,1.58393613197073,2.33213086461707,0.702835114010781,0,8.75185416318631,5.76571688330879,6.22313463599206,7.05576580172633,8.07453171290378,5.99671935125826
"AP004311.1-54991-minus",1.02110773596519,0,0,1.16606543230853,2.81134045604312,1.20660320163861,7.00148333054905,7.68762251107838,11.2016423447857,9.4076877356351,8.97170190322642,9.42341612340583
"AP004311.1-55600-minus",2.04221547193037,1.43338270151569,1.58393613197073,1.16606543230853,0.702835114010781,0,10.5022249958236,2.88285844165439,7.46776156319047,1.56794795593918,14.3547230451623,1.71334838607379
"AP004311.1-55855-minus",1.02110773596519,0,2.37590419795609,0,1.40567022802156,1.20660320163861,9.62703957950494,5.76571688330879,9.95701541758729,7.05576580172633,8.07453171290378,5.14004515822136
"AP004311.1-55897-minus",2.04221547193037,0,0.791968065985365,0,2.10850534203234,0,13.1277812447795,7.68762251107838,8.71238849038888,3.91986988984796,7.17736152258114,4.28337096518447
"AP004311.1-5638-plus",13.2744005675474,7.16691350757847,23.7590419795609,5.83032716154267,17.5708778502695,8.44622241147025,13.1277812447795,23.0628675332352,13.6908961991825,9.4076877356351,18.8405739967755,9.42341612340583
"AP004311.1-5646-plus",3.06332320789556,7.16691350757847,3.95984032992682,1.16606543230853,2.81134045604312,4.82641280655443,8.75185416318631,8.64857532496318,8.71238849038888,7.05576580172633,8.97170190322642,8.56674193036894
"AP004311.1-56621-minus",1.02110773596519,0,0,1.16606543230853,0.702835114010781,1.20660320163861,11.3774104121422,0.960952813884798,8.71238849038888,7.05576580172633,5.38302114193585,0.856674193036894
"AP004311.1-56637-minus",1.02110773596519,1.43338270151569,0,0,1.40567022802156,1.20660320163861,7.00148333054905,10.5704809527328,3.73388078159524,7.05576580172633,2.69151057096793,10.2800903164427
"AP004311.1-56843-minus",2.04221547193037,0,0,0,0,0,10.5022249958236,0.960952813884798,3.73388078159524,9.4076877356351,8.07453171290378,6.85339354429515
"AP004311.1-57081-minus",1.02110773596519,1.43338270151569,0,0,0.702835114010781,0,7.87666874686768,9.60952813884798,13.6908961991825,4.70384386781755,5.38302114193585,6.85339354429515
"AP004311.1-59297-minus",1.02110773596519,7.16691350757847,3.16787226394146,15.1588506200109,0.702835114010781,16.8924448229405,7.87666874686768,4.80476406942399,7.46776156319047,3.91986988984796,8.97170190322642,5.14004515822136
"AP004311.1-59375-minus",6.12664641579112,0,5.54377646189755,1.16606543230853,6.32551602609703,2.41320640327722,24.5051916569217,5.76571688330879,12.4462692719841,3.91986988984796,13.4575528548396,3.42669677214758
"AP004311.1-59480-minus",1.02110773596519,0,2.37590419795609,1.16606543230853,0,0,7.00148333054905,7.68762251107838,6.22313463599206,8.62371375766551,7.17736152258114,8.56674193036894
"AP004311.1-59573-minus",3.06332320789556,1.43338270151569,6.33574452788292,1.16606543230853,1.40567022802156,1.20660320163861,30.6314895711521,28.8285844165439,21.158657762373,16.4634535373614,23.3264249483887,19.7035064398486
"AP004311.1-59744-minus",2.04221547193037,0,1.58393613197073,0,1.40567022802156,0,14.0029666610981,4.80476406942399,9.95701541758729,7.05576580172633,13.4575528548396,6.85339354429515
"AP004311.1-59825-minus",1.02110773596519,0,0.791968065985365,0,2.10850534203234,0,9.62703957950494,1.9219056277696,7.46776156319047,7.05576580172633,5.38302114193585,2.57002257911068
"AP004311.1-60185-minus",8.1688618877215,2.86676540303139,7.12771259386828,2.33213086461707,6.32551602609703,6.03301600819304,24.5051916569217,19.219056277696,21.158657762373,29.0070371848749,35.8868076129057,16.276809667701
