"","dIF11_0h","dIF11_1h","dIF12_0h","dIF12_1h","dIF31_0h","dIF31_1h","dWT1_0h","dWT1_1h","dWT2_0h","dWT2_1h","dWT3_0h","dWT3_1h"
"AP004310.1-41279-plus",14.2382747935279,3.70039266731103,9.99870833493563,7.2802737979507,9.74371762888814,3.07687331679021,9.84133174959213,16.9272482630138,13.685745610138,9.55140244852905,10.628723739068,11.3988899337947
"AP004310.1-41280-plus",40.9350400313928,22.2023560038662,39.3282527840801,16.3806160453891,34.4278022887381,16.9228032423461,47.4173257025803,49.2429040378583,60.8255360450579,28.6542073455871,52.0807463214331,30.7770028212457
"AP004310.1-41347-minus",265.187868029458,85.1090313481536,149.314044468372,40.0415058887288,183.831472598356,49.2299730686433,316.711949032329,103.102330329266,255.467251389243,112.494295504898,352.873628137057,137.926568198916
"AP004310.1-44332-minus",29.3664417616513,16.0350348916811,17.9976750028841,7.2802737979507,18.8378540825171,10.7690566087657,36.681327430298,9.23304450709843,38.0159600281612,11.6739363259799,60.5837253126875,17.0983349006921
"AP004310.1-44333-minus",1228.05120094178,457.61522652413,735.904933451262,262.089856726225,839.908459610157,462.300215847729,1631.87173738691,287.763220471234,1706.15628606387,339.605420392144,1836.64346211095,462.794931312065
"AP004310.1-44334-minus",16.0180591427189,14.8015706692441,8.66554722361088,10.920410696926,12.342042329925,7.69218329197552,23.261329589945,3.07768150236614,10.6444688078851,4.2450677549018,19.1317027303224,5.69944496689736
"AP004310.1-45917-minus",37.3754713330108,92.5098166827757,38.6616722284178,55.5120877093741,40.274032866071,56.9221563606188,36.681327430298,89.2527635686181,59.3048976439314,113.555562443623,59.5208529387807,140.206346185675
"AP004310.1-47306-plus",6.22924522216847,17.2684991141181,7.33238611228613,20.9307871691083,7.1453929278513,24.6149865343217,9.84133174959213,6.15536300473228,4.56191520337934,5.30633469362725,9.56585136516118,10.2590009404152
"AP004310.1-47421-minus",15.1281669681234,28.3696771160512,19.9974166698713,30.9411636412905,23.3849223093315,43.0762264350629,27.734662203396,32.3156557748445,31.9334064236554,23.3478726519599,10.628723739068,34.1966698013841
"AP004310.1-47422-minus",8.89892174595495,20.9688917814291,11.9984500019228,19.1107187196206,18.8378540825171,22.307331546729,13.4199978403529,33.8544965260276,7.60319200563223,7.42886857107815,15.943085608602,19.378112887451
"AP004310.1-47423-minus",3.55956869838198,16.0350348916811,8.66554722361088,25.4809582928274,7.1453929278513,14.6151482547535,8.94666522690194,16.9272482630138,6.08255360450578,15.9190040808817,8.50297899125439,6.83933396027683
"AP004310.1-48760-minus",27.5866574124604,23.4358202263032,29.9961250048069,19.1107187196206,27.2824093608868,27.6918598511119,18.7879969764941,20.0049297653799,21.2889376157702,16.9802710196072,23.3831922259496,15.9584459073126
"AP004310.1-49645-plus",30.2563339362468,32.0700697833622,33.3290277831188,33.671266315522,37.6757081650341,35.3840431430874,64.415989633694,69.2478338032382,47.1397904349198,59.4309485686252,54.2064910692467,59.2742276557325
"AP004310.1-52510-plus",1278.77505489373,233.124738040595,831.892533466645,125.58472301465,930.200242971187,185.38161733661,1318.73845444535,207.743501409715,1493.26690990617,187.844248154405,1619.81749783396,214.299130755341
"AP004310.1-52514-plus",16.0180591427189,3.70039266731103,15.3313527802346,1.82006844948767,11.0428799794066,3.84609164598776,17.8933304538039,0,28.8921296214025,1.06126693872545,30.8232988432971,6.83933396027683
"AP004310.1-54091-plus",1331.27869319486,416.910907183709,711.241452891755,202.027597893132,1012.69705222911,310.764204995811,1684.65706222564,364.705258030388,1128.31369363582,337.482886514693,1353.03653198335,509.530380040624
"AP004310.1-54547-minus",15.1281669681234,24.6692844487402,18.6642555585465,20.9307871691083,14.9403670309618,14.6151482547535,21.4719965445647,23.0826112677461,25.8508528191496,11.6739363259799,18.0688303564156,23.9376688609689
"AP004310.1-57877-minus",639.832473534161,114.712172686642,545.262894531823,102.833867396054,700.248506929427,167.689595765066,1080.75715940975,347.778009767374,608.255360450578,293.97094202695,878.995453220922,304.350361232319
"AP004310.1-57878-minus",11.5685982697414,2.46692844487402,5.332644445299,2.73010267423151,16.2395293814802,0.769218329197552,18.7879969764941,1.53884075118307,9.12383040675868,3.18380081617635,13.8173408607884,5.69944496689736
"AP004310.1-58254-minus",284.765495870558,133.214136023197,223.971066702558,175.636605375561,207.865976082947,161.535849131486,181.617304106109,96.9469673245335,171.832139327288,89.1464228529378,209.385857659639,128.80745625188
"AP004310.1-61467-minus",12.4584904443369,22.2023560038662,26.663222226495,28.211060967059,12.342042329925,26.1534231927168,20.5773300218745,24.6214520189291,24.3302144180231,25.4704065294108,21.257447478136,21.65789087421
"AP004310.1-62256-plus",35.5956869838198,135.681064468071,37.9950916727554,120.124517666187,36.3765458145157,152.305229181115,41.1546600437489,43.087541033126,34.9746832259083,36.0830759166653,44.6406397040855,33.0567808080047
"AP004310.1-65106-plus",9.78881392055045,14.8015706692441,8.66554722361088,18.2006844948767,12.9916235051842,19.9996765591363,12.5253313176627,32.3156557748445,13.685745610138,23.3478726519599,10.628723739068,25.0775578543484
"AP004310.1-65350-minus",16.9079513173144,7.40078533462205,11.9984500019228,7.2802737979507,17.5386917319986,10.7690566087657,8.94666522690194,12.3107260094646,24.3302144180231,12.7352032647054,17.0059579825088,14.8185569139331
"AP004310.1-65758-minus",33.8159026346288,6.16732111218504,20.6639972255336,6.37023957320686,26.6328281856276,5.38452830438286,29.5239952487764,13.8495667606476,48.6604288360463,5.30633469362725,26.57180934767,4.55955597351788
"AP004310.1-66736-minus",31.1462261108423,67.8405322340355,33.9956083387811,103.743901620797,37.0261269897749,124.613369330003,44.7333261345097,41.5487002819429,16.7270224123909,32.8992751004889,25.5089369737632,15.9584459073126
"AP004310.1-66740-minus",99.6679235546955,535.323472537662,137.982175022112,799.010049325089,153.950738536433,875.370458626814,135.989311448909,276.991335212953,112.527241683357,181.476646522052,125.418940121002,202.900240821546
"AP004310.1-66741-minus",51.6137461265387,120.879493798827,43.3277361180544,183.826913398255,70.8043481032538,189.996927311795,49.2066587479607,70.7866745544213,36.4953216270347,46.6957453039198,46.7663844518991,56.9944496689736
"AP004310.1-66760-plus",14.2382747935279,32.0700697833622,13.9981916689099,21.8408213938521,10.3932988041473,22.307331546729,14.3146643630431,24.6214520189291,19.7682992146438,33.9605420392144,22.3203198520428,25.0775578543484
"AP004310.1-71411-plus",55.1733148249207,55.5058900096654,93.3212777927326,57.3321561588617,90.9413645362893,57.6913746898164,69.7839887698351,109.257693333998,47.1397904349198,99.7590922401923,72.2753214256623,94.6107864504961
"AP004310.1-71413-plus",9.78881392055045,11.1011780019331,21.330577781196,10.0103764721822,12.342042329925,8.46140162117307,8.94666522690194,7.69420375591536,12.1651072090116,14.8577371421563,15.943085608602,6.83933396027683
"AP004310.1-71592-plus",14.2382747935279,20.9688917814291,19.3308361142089,19.1107187196206,19.4874352577763,21.5381132175314,21.4719965445647,30.7768150236614,13.685745610138,19.1028048970581,14.8802132346952,19.378112887451
"AP004310.1-74249-minus",19.5776278411009,11.1011780019331,21.330577781196,20.0207529443644,22.0857599588131,17.6920215715437,14.3146643630431,10.7718852582815,19.7682992146438,7.42886857107815,17.0059579825088,9.11911194703577
"AP004310.1-76000-minus",24.9169808886739,9.86771377949607,15.997933335897,2.73010267423151,16.2395293814802,3.07687331679021,11.6306647949725,6.15536300473228,21.2889376157702,7.42886857107815,14.8802132346952,13.6786679205537
"AP004310.1-76007-minus",14.2382747935279,11.1011780019331,19.9974166698713,20.9307871691083,10.3932988041473,19.9996765591363,7.15733218152155,13.8495667606476,12.1651072090116,15.9190040808817,15.943085608602,18.2382238940715
"AP004310.1-76020-plus",19.5776278411009,19.7354275589921,20.6639972255336,18.2006844948767,11.6924611546658,13.8459299255559,19.6826634991843,13.8495667606476,9.12383040675868,7.42886857107815,20.1945751042292,17.0983349006921
"AP004310.1-78287-minus",46.2743930789658,45.6381762301693,41.9945750067297,59.1522246083494,55.2143998970328,55.3837197022237,56.3639909294822,40.0098595307598,57.784259242805,29.7154742843126,61.6465976865943,34.1966698013841
"AP004310.1-79012-plus",22.2473043648874,4.93385688974803,17.3310944472218,8.19030802269454,20.7865976082947,6.15374663358041,18.7879969764941,10.7718852582815,15.2063840112645,13.7964702034308,10.628723739068,12.5387789271742
"AP004310.1-79017-plus",10.6787060951459,2.46692844487402,8.66554722361088,3.64013689897535,7.79497410311051,2.30765498759266,15.2093308857333,10.7718852582815,19.7682992146438,12.7352032647054,11.6915961129748,13.6786679205537
"AP004310.1-86228-plus",22.2473043648874,18.5019633365551,34.6621888944435,21.8408213938521,46.1202634434039,21.5381132175314,77.8359874740469,38.4710187795768,51.7017056382992,22.2866057132344,73.3381937995691,17.0983349006921
"AP004310.1-93540-minus",30.2563339362468,19.7354275589921,35.9953500057683,23.6608898433398,31.8294775877012,28.4610781803094,33.9973278622274,40.0098595307598,44.0985136326669,36.0830759166653,31.8861712172039,33.0567808080047
"AP004310.1-96110-plus",56.9530991741117,28.3696771160512,42.661155562392,22.7508556185959,49.3681693196999,21.5381132175314,75.1519879059763,41.5487002819429,76.0319200563223,47.7570122426452,76.5268109212895,45.5955597351788
"AP004310.1-96112-plus",20.4675200156964,16.0350348916811,10.665288890598,12.7404791464137,12.9916235051842,22.307331546729,16.1039974084235,29.2379742724784,27.371491220276,33.9605420392144,21.257447478136,34.1966698013841
"AP004310.1-96788-plus",15.1281669681234,16.0350348916811,17.3310944472218,11.8304449216699,14.2907858557026,14.6151482547535,8.94666522690194,9.23304450709843,18.2476608135174,10.6126693872545,19.1317027303224,7.9792229536563
"AP004310.1-979-minus",14.2382747935279,22.2023560038662,17.3310944472218,21.8408213938521,18.8378540825171,28.4610781803094,30.4186617714666,16.9272482630138,25.8508528191496,23.3478726519599,34.0119159650175,28.4972248344868
"AP004310.1-980-minus",29.3664417616513,39.4708551179843,28.6629638934821,35.4913347650097,38.3252893402933,34.6148248138898,51.8906583160313,30.7768150236614,36.4953216270347,26.5316734681362,51.0178739475263,31.9168918146252
"AP004310.1-981-minus",76.5307270152126,61.6732111218504,83.9891500134593,66.4324984063001,87.043877484734,59.999029677409,136.8839779716,96.9469673245335,142.940009705886,97.6365583627414,138.173408607884,108.28945437105
"AP004311.1-100245-plus",15.1281669681234,27.1362128936142,11.9984500019228,36.4013689897535,15.589948206221,29.230296509507,39.3653269983685,55.3982670425906,27.371491220276,48.8182791813707,31.8861712172039,44.4556707417994
"AP004311.1-15152-minus",8.89892174595495,8.63424955705906,3.99948333397425,6.37023957320686,3.89748705155525,9.99983827956817,8.05199870421175,18.4660890141969,16.7270224123909,13.7964702034308,14.8802132346952,17.0983349006921
"AP004311.1-15154-minus",8.00902957135946,6.16732111218504,6.66580555662375,9.10034224743837,9.74371762888814,11.5382749379633,8.05199870421175,20.0049297653799,4.56191520337934,15.9190040808817,6.37723424344079,26.2174468477278
"AP004311.1-19933-minus",18.6877356665054,13.5681064468071,9.33212777927326,11.8304449216699,22.7353411340723,10.7690566087657,70.6786552925253,24.6214520189291,33.4540448247818,33.9605420392144,34.0119159650175,41.036003761661
"AP004311.1-20246-plus",17.7978434919099,22.2023560038662,15.3313527802346,10.920410696926,13.6412046804434,12.3074932671608,101.097317063992,87.7139228174351,66.9080896495636,76.4112195882324,62.7094700605011,61.5540056424914
"AP004311.1-20258-plus",4.44946087297748,8.63424955705906,4.66606388963663,5.46020534846302,5.84623057733288,4.61530997518531,25.0506626353254,24.6214520189291,31.9334064236554,13.7964702034308,37.2005330867379,35.3365587947636
"AP004311.1-22243-minus",16.0180591427189,33.3035340057992,21.9971583368584,38.2214374392412,32.4790587629605,37.69169813068,42.0493265664391,106.180011831632,36.4953216270347,67.9210840784288,36.1376607128311,66.1135616160093
"AP004311.1-22283-minus",56.0632069995162,64.1401395667244,69.9909583445494,70.0726353052755,84.4455527836972,83.0755795533356,136.8839779716,149.267552864758,155.105116914898,144.332303666661,147.739259973045,141.346235179054
"AP004311.1-22285-minus",16.9079513173144,32.0700697833622,23.9969000038455,20.0207529443644,15.589948206221,36.9224798014825,46.5226591798901,56.9371077937736,50.1810672371727,47.7570122426452,48.8921291997127,51.2950047020762
"AP004311.1-24317-minus",24.0270887140784,29.6031413384882,29.9961250048069,28.211060967059,24.6840846598499,28.4610781803094,32.207994816847,67.7089930520551,51.7017056382992,70.0436179558797,46.7663844518991,68.3933396027683
"AP004311.1-24424-minus",5.33935304757297,12.3346422243701,9.33212777927326,12.7404791464137,10.3932988041473,13.0767115963584,23.261329589945,23.0826112677461,28.8921296214025,28.6542073455871,24.4460645998564,33.0567808080047
"AP004311.1-24429-minus",17.7978434919099,14.8015706692441,17.3310944472218,12.7404791464137,20.1370164330355,10.7690566087657,30.4186617714666,43.087541033126,38.0159600281612,37.1443428553907,46.7663844518991,37.6163367815225
"AP004311.1-26615-minus",19.5776278411009,22.2023560038662,53.32644445299,26.3909925175713,50.6673316702183,21.5381132175314,42.0493265664391,16.9272482630138,19.7682992146438,9.55140244852905,34.0119159650175,10.2590009404152
"AP004311.1-28116-plus",7.11913739676396,16.0350348916811,11.9984500019228,10.920410696926,22.7353411340723,24.6149865343217,27.734662203396,18.4660890141969,9.12383040675868,12.7352032647054,19.1317027303224,12.5387789271742
"AP004311.1-28294-plus",29.3664417616513,22.2023560038662,27.9963833378198,21.8408213938521,36.3765458145157,42.3070081058653,48.3119922252705,67.7089930520551,50.1810672371727,58.3696816298997,59.5208529387807,83.2118965167014
"AP004311.1-28297-plus",4.44946087297748,18.5019633365551,5.99922500096138,29.1210951918028,7.79497410311051,38.4609164598776,15.2093308857333,50.7817447890413,10.6444688078851,37.1443428553907,9.56585136516118,36.4764477881431
"AP004311.1-28791-minus",14.2382747935279,12.3346422243701,5.99922500096138,9.10034224743837,6.49581175259209,7.69218329197552,9.84133174959213,6.15536300473228,22.8095760168967,16.9802710196072,21.257447478136,15.9584459073126
"AP004311.1-29152-minus",16.9079513173144,17.2684991141181,16.6645138915594,14.5605475959014,24.6840846598499,23.0765498759265,25.9453291580156,7.69420375591536,19.7682992146438,14.8577371421563,22.3203198520428,18.2382238940715
"AP004311.1-29663-minus",18.6877356665054,9.86771377949607,15.997933335897,11.8304449216699,23.3849223093315,10.7690566087657,22.3666630672549,20.0049297653799,16.7270224123909,20.1640718357835,23.3831922259496,20.5180018808305
"AP004311.1-30182-minus",12.4584904443369,22.2023560038662,11.9984500019228,10.0103764721822,7.1453929278513,9.23061995037062,14.3146643630431,21.543770516563,22.8095760168967,20.1640718357835,17.0059579825088,22.7977798675894
"AP004311.1-31387-minus",17.7978434919099,20.9688917814291,14.6647722245723,15.4705818206452,17.5386917319986,26.9226415219143,33.1026613395372,32.3156557748445,16.7270224123909,22.2866057132344,18.0688303564156,44.4556707417994
"AP004311.1-31390-minus",5.33935304757297,8.63424955705906,5.99922500096138,8.19030802269454,7.79497410311051,8.46140162117307,14.3146643630431,13.8495667606476,7.60319200563223,15.9190040808817,5.31436186953399,15.9584459073126
"AP004311.1-32174-plus",33.8159026346288,111.011780019331,17.9976750028841,90.0933882496399,18.1882729072579,103.844474441669,28.6293287260862,20.0049297653799,33.4540448247818,55.1858808137234,41.4520225823651,54.7146716822146
"AP004311.1-32175-plus",17.7978434919099,86.3424955705906,13.3316111132475,65.5224641815563,13.6412046804434,78.4602695781503,28.6293287260862,16.9272482630138,39.5365984292876,41.3894106102925,41.4520225823651,42.1758927550404
"AP004311.1-32176-plus",17.7978434919099,33.3035340057992,10.665288890598,36.4013689897535,11.0428799794066,26.9226415219143,11.6306647949725,13.8495667606476,30.4127680225289,22.2866057132344,24.4460645998564,18.2382238940715
"AP004311.1-32178-plus",185.987464490459,292.331020717571,99.3205027936939,243.889172231348,93.5396892373261,277.687816840316,111.833315336274,104.641171080449,193.121076943059,175.109044889699,215.76309190308,225.698020689135
"AP004311.1-32179-plus",19.5776278411009,33.3035340057992,12.6650305575851,18.2006844948767,11.6924611546658,19.9996765591363,15.2093308857333,9.23304450709843,21.2889376157702,20.1640718357835,40.3891502084583,26.2174468477278
"AP004311.1-32479-minus",44.4946087297748,102.377530462272,30.6627055604693,103.743901620797,33.1286399382197,114.613531050435,51.8906583160313,123.107260094646,68.4287280506901,96.5752914240159,58.4579805648739,83.2118965167014
"AP004311.1-32480-minus",111.236521824437,304.665662941941,83.3225694577969,341.262834278939,114.326286845621,284.610781803094,146.725309721192,358.549895025656,183.9972465363,274.868137129891,180.688303564156,205.180018808305
"AP004311.1-32482-minus",149.501885332043,223.257024261099,141.315077800424,266.640027849944,180.58356672206,246.919083672414,203.089300650674,392.404391551683,235.698952174599,247.27519672303,239.14628412903,182.382238940715
"AP004311.1-32716-plus",38.2653635076063,22.2023560038662,25.9966416708326,33.671266315522,33.7782211134789,29.9995148387045,54.5746578841018,56.9371077937736,51.7017056382992,49.8795461200961,58.4579805648739,43.3157817484199
"AP004311.1-36479-minus",58.7328835233027,92.5098166827757,62.6585722322633,110.114141194004,53.9152375465144,101.536819454077,67.0999892017646,155.42291586949,76.0319200563223,142.20976978921,64.8352148083147,156.164792092988
"AP004311.1-37823-plus",8.00902957135946,27.1362128936142,10.665288890598,13.6505133711576,8.44455527836972,15.384366583951,26.8399956807058,27.6991335212953,33.4540448247818,26.5316734681362,18.0688303564156,33.0567808080047
"AP004311.1-38356-plus",32.9260104600333,46.8716404526063,21.330577781196,37.3114032144973,21.4361787835539,49.9991913978409,58.1533239748626,112.335374836364,53.2223440394256,123.106964892152,57.3951081909671,110.569232357809
"AP004311.1-38873-minus",16.0180591427189,14.8015706692441,17.3310944472218,10.920410696926,24.0345034845907,16.1535849131486,33.9973278622274,20.0049297653799,27.371491220276,15.9190040808817,20.1945751042292,17.0983349006921
"AP004311.1-39244-plus",18.6877356665054,0,11.9984500019228,9.10034224743837,14.9403670309618,9.23061995037062,29.5239952487764,29.2379742724784,30.4127680225289,12.7352032647054,35.0747883389243,26.2174468477278
"AP004311.1-39245-plus",452.065224694512,249.159772932276,409.280461176699,245.709240680836,428.723575671078,240.765337038834,1123.70115249888,603.225574463764,903.259210269109,650.556633438701,956.585136516118,610.980500451397
"AP004311.1-39990-minus",7.11913739676396,19.7354275589921,5.99922500096138,18.2006844948767,7.79497410311051,16.1535849131486,10.7359982722823,27.6991335212953,19.7682992146438,27.5929404068617,23.3831922259496,23.9376688609689
"AP004311.1-40011-minus",147.722100982852,419.377835628583,131.98295002115,399.505024662545,122.121260948731,423.839299387851,255.874625489395,401.637436058782,311.730872230921,382.056097941162,314.610222676412,458.235375338547
"AP004311.1-40012-minus",5.33935304757297,13.5681064468071,4.66606388963663,15.4705818206452,5.84623057733288,14.6151482547535,4.47333261345097,18.4660890141969,12.1651072090116,11.6739363259799,10.628723739068,15.9584459073126
"AP004311.1-40539-minus",29.3664417616513,27.1362128936142,19.3308361142089,16.3806160453891,29.8807340619236,23.8457682051241,48.3119922252705,35.3933372772106,45.6191520337934,44.5732114264689,51.0178739475263,38.756225774902
"AP004311.1-41204-minus",15.1281669681234,14.8015706692441,26.663222226495,30.9411636412905,32.4790587629605,36.1532614722849,64.415989633694,98.4858080757165,54.7429824405521,73.227418772056,55.2693634431535,63.8337836292504
"AP004311.1-41358-minus",77.4206191898081,98.6771377949607,43.9943166737168,73.7127722042508,61.7102116496249,78.4602695781503,79.6253205194273,58.4759485449567,89.7176656664603,87.0238889754869,81.8411727908234,79.792229536563
"AP004311.1-41458-minus",6.22924522216847,45.6381762301693,9.33212777927326,60.0622588330933,14.9403670309618,50.7684097270384,7.15733218152155,35.3933372772106,10.6444688078851,45.6344783651943,5.31436186953399,34.1966698013841
