CDS	TUs	rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ncr0700	TU1715	BA000022.2-1679074-plus	70.57498348348531	3.993623915611124	0.5215403693698242	7.6573629773599485	1.897896643441658e-14	2.9472753292112743e-12
slr1841	TU971	BA000022.2-958986-plus	30.921846379197987	4.024233720699791	0.5280529394274326	7.620890672558825	2.5193125742838202e-14	3.7557911857423195e-12
slr0261	TU1546	BA000022.2-1511125-plus	23.431193441925146	-4.28774362902726	0.5706689176392797	-7.513539806521488	5.754963290746953e-14	8.249518532543806e-12
Norf1	TU292	BA000022.2-298948-minus	213.43684082944804	-2.4204776147466567	0.3224563269498879	-7.506373460375044	6.078784032506928e-14	8.390973366353082e-12
	TU475	BA000022.2-484798-minus	31.756949818621052	4.195789496357599	0.5670073547092875	7.399885489155317	1.363019842630176e-13	1.8142767691009522e-11
slr0623	TU3128	BA000022.2-2961353-plus	42.567492052052685	4.50318262218633	0.6271742546734556	7.180113961359839	6.965333465750854e-13	8.736909841251677e-11
sll1578	TU716	BA000022.2-726531-minus	56.19640104517676	-2.7457652577725664	0.38248255487611466	-7.178798673999431	7.03266153038772e-13	8.736909841251677e-11
sll1867	TU1884	BA000022.2-1819120-minus	39.73578784274444	-3.120596034188021	0.4438878348974408	-7.030145430565869	2.0631837818426584e-12	2.4804793402992217e-10
6803r05		BA000022.2-3329797-plus	26.974597560447727	4.19279991678857	0.6001991689880805	6.985680976295781	2.83477576762914e-12	3.301627901860564e-10
	TU7069	AP004311.1-66602-plus	32.58834777517609	3.4284320099305723	0.4921487612710239	6.966251425841853	3.254972190392401e-12	3.5680239275271997e-10
slr0374	TU2462	BA000022.2-2376296-plus	45.935554139104475	3.1555204123504716	0.45283575249382524	6.968355292117752	3.20667578094675e-12	3.5680239275271997e-10
slr0623	TU3128	BA000022.2-2961381-plus	30.357584002703252	4.475748406209866	0.643340038307812	6.957049366898572	3.4747322603641774e-12	3.7000934669649395e-10
sll1514	TU445	BA000022.2-460321-minus	41.61995449315494	-2.749980222466825	0.39610742221051204	-6.942511218599036	3.851903508448901e-12	3.987790104441404e-10
ncr0700	TU1715	BA000022.2-1679085-plus	21.68197344474504	4.580414622576447	0.664601290062544	6.891973715767833	5.502354217441369e-12	5.396651096948416e-10
sll0547_5'UTR	TU2958	BA000022.2-2812333-minus	27.53669585728203	3.3562637778302116	0.4869115747108773	6.8929636347690515	5.4641846976368275e-12	5.396651096948416e-10
ssr2831	TU2056	BA000022.2-1982115-plus	53.79908523869569	-2.429482909663918	0.3544618522111822	-6.854003878015269	7.181113353816056e-12	6.862566530685241e-10
ssr2153	TU300	BA000022.2-303550-plus	19.281890569587592	4.32681263515731	0.6354927864434495	6.8085944128058795	9.855690058047973e-12	9.183039211586199e-10
slr1841	TU971	BA000022.2-959231-plus	88.86875654592308	2.717188090402766	0.40221339293607467	6.7555882974653185	1.422568401941931e-11	1.2931493741555065e-9
slr1634	TU2127	BA000022.2-2047190-plus	22.80565802317524	-3.4658127087531536	0.5152708176707234	-6.726196380420544	1.741554858469693e-11	1.545422608932511e-9
6803r02		BA000022.2-2448931-minus	27.48708090650806	3.551984819548331	0.5300933588989031	6.700677833290397	2.074549614776433e-11	1.7981038172725037e-9
slr1841	TU971	BA000022.2-958987-plus	20.89415581810603	4.083433347616872	0.6114876583873626	6.677867151703191	2.4244465279563337e-11	2.053616411293922e-9
slr1834	TU958	BA000022.2-942037-plus	18.051041725615384	-3.981914648116237	0.5967122678330975	-6.6730899677597915	2.5047273153370025e-11	2.074470823169113e-9
	TU3505	BA000022.2-3324797-minus	30.089409794809807	3.4897413969290185	0.5251836669573817	6.6448018407476646	3.036252832072312e-11	2.4600248489420664e-9
sll0997	TU630	BA000022.2-634484-minus	20.97355506164177	3.281313799014155	0.4959298176203811	6.616488225609978	3.678321570174524e-11	2.91683074298733e-9
	TU2928	BA000022.2-2781083-plus	23.230377834696288	-3.2704721004165385	0.49607874433542276	-6.592647110486182	4.3205271062014037e-11	3.3547092760026315e-9
slr1841	TU971	BA000022.2-959232-plus	70.60641976164874	2.6331130023388782	0.4003469849011272	6.577077139694638	4.797858987838033e-11	3.649310295443337e-9
	TU3505	BA000022.2-3324868-minus	42.302720407958816	-3.21410349734317	0.49192225475455126	-6.533763143013064	6.413735040475075e-11	4.780798099170121e-9
slr0623	TU3128	BA000022.2-2961383-plus	27.12316242343684	3.721252118442093	0.5699597699043754	6.5289732976529615	6.622205469825593e-11	4.839403879615684e-9
CRISPR3		AP004311.1-92691-plus	45.5128806411881	3.666944381221603	0.5629125905564829	6.514234079569162	7.306148808404108e-11	5.2365416555619446e-9
slr0011	TU2584	BA000022.2-2480081-plus	35.576699208137484	3.412084276724159	0.5276746110606225	6.466265772889645	1.0045433764293505e-10	7.06402483764564e-9
slr1634	TU2127	BA000022.2-2047055-plus	25.152760907844897	4.303364072433401	0.6667860582411274	6.453890298463906	1.0901473774011681e-10	7.255320134953846e-9
slr2076	TU924	BA000022.2-916057-plus	21.97966982974561	3.4712539556736126	0.5376682344006278	6.456126164014943	1.074170686527766e-10	7.255320134953846e-9
slr1841	TU971	BA000022.2-959233-plus	55.923911782644964	2.594671330568184	0.40194170411219143	6.455342414142598	1.0797448522665284e-10	7.255320134953846e-9
slr0780_5'UTR,smr0001	TU2512	BA000022.2-2414678-plus	25.59883446140786	4.145966046134921	0.6439691043266453	6.438144343073843	1.209429604036875e-10	7.907972165342866e-9
slr0476	TU2753	BA000022.2-2613286-plus	137.4799265698228	2.7079721949370636	0.4214243646200539	6.4257608773486705	1.3121152657113864e-10	8.431471716045409e-9
sll7106		AP004311.1-91500-minus	24.197102215159106	3.7557163018664053	0.5876892311339899	6.39065019894864	1.6518186197117655e-10	1.043445422994195e-8
CRISPR1		AP004311.1-16498-plus	28.334335353745068	3.591304924174908	0.5630801967762764	6.377963467256883	1.7945830643098063e-10	1.0979035280472994e-8
slr1356	TU1129	BA000022.2-1097152-plus	35.4650219825911	2.8553026314557486	0.44769663973710344	6.377762033533332	1.7969443308528376e-10	1.0979035280472994e-8
ncr0700	TU1715	BA000022.2-1679095-plus	24.579905115587952	4.4928341873415025	0.7109646633530924	6.319349496432269	2.626666208839148e-10	1.5789653161844362e-8
sll1867	TU1884	BA000022.2-1819207-minus	49.42404927768558	2.905596191473022	0.461939792109012	6.2899889576677515	3.1748855411049565e-10	1.878221970110821e-8
slr1835	TU959	BA000022.2-946113-plus	40.82492514290303	-2.396934783217088	0.3825337987086238	-6.26594249007219	3.7057709279752244e-10	2.158032538838072e-8
	TU2264	BA000022.2-2182012-plus	34.713749861104	3.405896312711478	0.5438078091821442	6.2630514957733885	3.775158800119039e-10	2.1617418033767076e-8
slr1311	TU13	BA000022.2-8019-plus	48.81834043704782	2.6877931073366796	0.42929966909620754	6.260878590927439	3.828144862432592e-10	2.1617418033767076e-8
slr0623	TU3128	BA000022.2-2961359-plus	38.886551852968516	4.076570014245752	0.651921159558293	6.25316413568754	4.022190209391238e-10	2.2045151338825214e-8
	TU3505	BA000022.2-3324873-minus	28.26856352639549	-2.829538870930566	0.4523841715197767	-6.254725627169448	3.98215370683417e-10	2.2045151338825214e-8
slr1634	TU2127	BA000022.2-2047201-plus	15.564560385621403	-3.632058513654655	0.5811523962250532	-6.249752280550054	4.111041968727011e-10	2.2205584662964595e-8
	TU2928	BA000022.2-2781082-plus	54.418361547172935	-2.1895915952289355	0.35202266597049475	-6.220030148321356	4.970593640835341e-10	2.6464860713419023e-8
slr0542	TU3385	BA000022.2-3212776-plus	41.021400217972314	2.8048649834845003	0.45206288741226563	6.204590249689223	5.483959582135793e-10	2.878692586284521e-8
CRISPR3		AP004311.1-90899-plus	56.22511248456526	2.6044038761216735	0.42158886119067734	6.177591762662217	6.508674724710886e-10	3.369143152638538e-8
	TU1727	BA000022.2-1687483-minus	21.836537114917636	4.67658740737453	0.7582140201200118	6.167898882474251	6.920337300677068e-10	3.533163988989511e-8
sll0533	TU3416	BA000022.2-3246506-minus	29.754090536660375	2.5432171219218525	0.4134146114462289	6.151734968981952	7.663987404333999e-10	3.859956899453083e-8
slr0374	TU2462	BA000022.2-2376300-plus	61.678821398244764	2.149182740531018	0.3524487304022405	6.097859220767265	1.0749835165432274e-9	5.341951421542145e-8
sll0541	TU2970	BA000022.2-2822709-minus	67.27653976175789	2.7820888190003927	0.45689282930559155	6.089149666079789	1.1351196655161691e-9	5.566567096551003e-8
slr1438	TU1091	BA000022.2-1061257-plus	32.33503172868451	2.7180048900954343	0.4481908460809737	6.0643917961777785	1.324539142351099e-9	6.411113485120189e-8
slr0821	TU1762	BA000022.2-1712346-plus	13.779012005266054	4.081569841003368	0.673620998877174	6.059148761405506	1.368437919104366e-9	6.538677082694837e-8
sll0761	TU2508	BA000022.2-2409593-minus	22.679350583207622	3.093350709930605	0.5108394032284607	6.055426990128203	1.400456826451171e-9	6.60696530656141e-8
CRISPR3		AP004311.1-91779-plus	85.54808174415388	2.3677035850767534	0.3912220287904381	6.052071230234934	1.4299521081082695e-9	6.661789383649401e-8
	TU3505	BA000022.2-3324869-minus	18.753298475815402	-3.0060126046890536	0.49704234548688037	-6.04779981420798	1.4683724490677382e-9	6.756326071204272e-8
slr0623	TU3128	BA000022.2-2961358-plus	71.70491911844445	2.6983623515253554	0.448306116792864	6.019017475891615	1.7547892612675214e-9	7.975731191151283e-8
CRISPR3		AP004311.1-90681-plus	66.73747234211946	2.47979231883055	0.4163154543519113	5.956522374820087	2.5766185031734657e-9	1.1297714307444125e-7
ssr2799	TU2028	BA000022.2-1958300-plus	23.715792564010815	-2.8228300655275307	0.47366225191619227	-5.959584184949976	2.5288056354001074e-9	1.1297714307444125e-7
6803r02		BA000022.2-2448953-minus	23.479202306747894	3.1881894320027806	0.5351567151849135	5.957487482710856	2.5614532538452573e-9	1.1297714307444125e-7
slr1908	TU599	BA000022.2-612130-plus	18.72628934711712	3.6330312828283695	0.6171488649985398	5.8867989376225545	3.937472407535385e-9	1.7063906584749277e-7
CRISPR3		AP004311.1-91362-plus	429.7343814431075	1.7031330597412313	0.28992328690189173	5.874426569665517	4.2430950291505975e-9	1.8177028935223307e-7
slr1442	TU1108	BA000022.2-1078213-plus	14.613381321404912	3.6418990749406026	0.6212123166980204	5.8625673977275286	4.557645196104232e-9	1.9302663233955083e-7
slr1311	TU13	BA000022.2-8020-plus	23.999282742175307	3.740511463046212	0.6389879493699132	5.853805954767407	4.80449155017693e-9	2.0119483154504963e-7
sll1580	TU716	BA000022.2-724719-minus	27.074635180140554	-2.558779194776858	0.4387115162971438	-5.832486952641952	5.460727614372647e-9	2.2613479798629838e-7
CRISPR3		AP004311.1-90248-plus	55.48859183997893	2.6678513264312858	0.4586416233724309	5.816853923580568	5.996550043818457e-9	2.45594967179246e-7
slr1908	TU599	BA000022.2-612739-plus	30.747196216799306	3.1573151838301143	0.543350780389237	5.8108229486084975	6.216648329168185e-9	2.5184182959575896e-7
sll0547_5'UTR	TU2958	BA000022.2-2812332-minus	15.011034809920318	3.553158363629173	0.6130969554182627	5.795426534462501	6.8147755390274555e-9	2.731039616554336e-7
sll1577_5'UTR	TU716	BA000022.2-727467-minus	17.52719771555389	3.4463209207490193	0.5953044579518849	5.789173715590697	7.0733515051323425e-9	2.804508623364706e-7
slr1306	TU309	BA000022.2-312727-plus	23.1988565739384	3.598454806753855	0.6228949271400978	5.7769852505870745	7.605094968039562e-9	2.952519681862859e-7
slr1841	TU971	BA000022.2-958857-plus	20.08217465820783	3.0844161221013366	0.5338571366190109	5.777605862188823	7.577104803046274e-9	2.952519681862859e-7
sll1867	TU1884	BA000022.2-1819206-minus	28.305075552309205	2.9948542889807954	0.5193027534394312	5.767067994816823	8.06625148087682e-9	3.068182137116038e-7
slr1841	TU971	BA000022.2-959373-plus	21.124917823394068	3.178074142352005	0.5510755928924697	5.767038466848116	8.067664326197255e-9	3.068182137116038e-7
CRISPR3		AP004311.1-92112-plus	66.39720877235364	2.1428026412717682	0.37236373188655464	5.754595460775435	8.684951762742745e-9	3.2695772949234556e-7
	TU2793	BA000022.2-2645099-plus	22.72648107077257	2.756754757641243	0.4794211359986141	5.750173596120327	8.915186231987857e-9	3.3226899086618747e-7
slr1841	TU971	BA000022.2-959934-plus	26.445103254916535	2.7951730677017266	0.4862681877043608	5.748212896462649	9.019163209520523e-9	3.328160522958712e-7
Norf1_5'UTR	TU292	BA000022.2-298989-minus	11.344420520317621	-4.4293482168756295	0.7720441073377146	-5.737169903607727	9.627166809968199e-9	3.5176912451717135e-7
slr1986	TU1472	BA000022.2-1431350-plus	55.5743227721323	2.775468531835433	0.4857735654276781	5.713502605667506	1.1067417846372324e-8	4.0046860498475394e-7
Norf1	TU292	BA000022.2-298918-minus	11.331957321148838	-3.7322198615423554	0.6556230266887685	-5.692630840609693	1.250966671933727e-8	4.4830315252855773e-7
slr1667	TU3658	BA000022.2-3476380-plus	11.150584853431834	-4.283684209041821	0.7531454671193154	-5.687724876611636	1.28743012360593e-8	4.569763876837429e-7
Norf1	TU292	BA000022.2-298934-minus	52.70308511866071	-2.2935590849420664	0.4043309390554528	-5.672479801570445	1.4074511962153235e-8	4.948651517258972e-7
sll1540-as	TU2110	BA000022.2-2033132-plus	11.08916149850836	3.9354086081465365	0.694820383924628	5.663922215289293	1.479514951038498e-8	5.153413292075217e-7
slr1841	TU971	BA000022.2-959936-plus	56.7264616297318	2.167831571462699	0.3835495176311056	5.652025284379837	1.5856825810040297e-8	5.472073129075943e-7
CRISPR1		AP004311.1-17039-plus	12.925132448571796	3.8497535830424123	0.6817560403603227	5.6468199108404455	1.634428813719784e-8	5.569820840502452e-7
sll0541	TU2970	BA000022.2-2822702-minus	21.70262300225835	3.8423348988650656	0.6805619993454584	5.645826394304257	1.6438966795150785e-8	5.569820840502452e-7
ncr1240	TU2555	BA000022.2-2453844-plus	13.682209589747206	-3.1811452161962506	0.5639069073641866	-5.641259531764841	1.6881068138765797e-8	5.667584203273313e-7
sll1578	TU716	BA000022.2-726626-minus	15.333259068051385	-3.470338657517734	0.6153376686261403	-5.639730564952951	1.7031645580000294e-8	5.667584203273313e-7
sll1501	TU475	BA000022.2-484802-minus	29.305745115226216	2.889824974179815	0.5130222175177105	5.632943127029489	1.771598947630679e-8	5.843140953822603e-7
slr0165	TU2285	BA000022.2-2207137-plus	15.6790609649958	3.2312396737174915	0.5748819975508824	5.620700748124395	1.9018445491481297e-8	6.217697047960596e-7
sll1578	TU716	BA000022.2-726534-minus	24.027298064646423	-2.5456142463589413	0.4534464148050413	-5.613925181111918	1.977877622392308e-8	6.410043390135766e-7
sll1867	TU1884	BA000022.2-1819189-minus	45.75899451606354	-2.356643838111212	0.42017976062085893	-5.608656244244196	2.0390356746697362e-8	6.551280999563886e-7
sll0547_5'UTR	TU2958	BA000022.2-2812331-minus	14.827367687747609	3.4715774031390056	0.6200376383377157	5.598978494992819	2.1561854018486664e-8	6.868464096316222e-7
CRISPR3		AP004311.1-92489-plus	116.91242254669072	1.9227124229959223	0.3441349518461176	5.587088474104418	2.309081019125453e-8	7.293173693458105e-7
ncr1240	TU2555	BA000022.2-2453859-plus	16.963890436235637	-3.3190619784850326	0.5958483254007807	-5.570313512675493	2.5428135746280987e-8	7.96392117028481e-7
slr1841	TU971	BA000022.2-958264-plus	87.51885938344977	2.2321029534371646	0.4010055728715419	5.56626417297247	2.6025859380868843e-8	8.083198159374849e-7
CRISPR1		AP004311.1-16967-plus	14.051380839919437	4.627393373363101	0.8362309119319565	5.533631090810033	3.136683506320641e-8	9.661503659551262e-7
sll7106	TU7031	AP004311.1-32418-minus	10.96237294056967	4.724659998586462	0.8545765050231661	5.528656557739538	3.226923743232395e-8	9.857987533628801e-7
ssr2153	TU300	BA000022.2-303553-plus	13.30737205572087	3.36773239008855	0.6114546481522644	5.5077386364882415	3.634725089770899e-8	1.1013512528110683e-6
sll1578	TU716	BA000022.2-726425-minus	21.928949834782113	2.6457217238394826	0.48121900051482425	5.497957730282887	3.842149955269584e-8	1.1548139422007855e-6
sll1099	TU1986	BA000022.2-1915384-minus	18.646867754891122	3.4786158522279877	0.6348070222550094	5.4798005224815975	4.2580562785050274e-8	1.2618368426284474e-6
slr2076	TU924	BA000022.2-917229-plus	14.442118841470341	3.2871337112599623	0.5998995675303127	5.479473380506921	4.2659361999244534e-8	1.2618368426284474e-6
slr1963	TU1827	BA000022.2-1768124-plus	19.13871530539566	3.122280927778763	0.5709401212710705	5.468666172606162	4.534348356528078e-8	1.3306705767543424e-6
slr1841	TU971	BA000022.2-959933-plus	22.771033803498074	3.001162689442885	0.5490646835615725	5.465954703142608	4.6042191168988924e-8	1.3406191131782946e-6
sll1578	TU716	BA000022.2-726834-minus	230.64817090177976	1.9443014824827745	0.35892905482413817	5.416952058772198	6.062358727137945e-8	1.7515047268250483e-6
sll1260	TU1778	BA000022.2-1722219-minus	17.12020537619328	-2.6220578735406015	0.4852551480733282	-5.4034622485743835	6.536671807871618e-8	1.874013525225963e-6
	TU1727	BA000022.2-1687479-minus	15.496195911727666	3.4651638104199347	0.641704059691218	5.39994060827251	6.666296289479962e-8	1.8965867382360168e-6
CRISPR1		AP004311.1-16900-plus	14.748753835528136	3.3420656996511187	0.6194800629303155	5.394952799355971	6.854156816731486e-8	1.9277119818184315e-6
slr0628	TU2793	BA000022.2-2645050-plus	84.63810012592162	-1.8360422332436124	0.3403671365161749	-5.394299379300858	6.879143911506612e-8	1.9277119818184315e-6
ncr0700	TU1715	BA000022.2-1679094-plus	11.995117557148827	3.9029983130548684	0.7238267663568249	5.392171848934925	6.96111456903592e-8	1.9361249252833487e-6
slr1634	TU2127	BA000022.2-2047050-plus	21.543898866392038	2.6494197862655784	0.4920903956273419	5.384010356243517	7.284430967045832e-8	2.01104253438369e-6
slr1841	TU971	BA000022.2-958983-plus	11.117464612769693	3.920071603699644	0.7284264277947183	5.381561478442652	7.384247531354837e-8	2.0236095992176085e-6
sll0108	TU3138	BA000022.2-2969880-minus	25.84557174815703	2.544542410850375	0.4730727272871748	5.378755240112863	7.500259282560042e-8	2.0403990033650567e-6
Norf1	TU292	BA000022.2-298952-minus	18.54250583751755	-2.7313976160661184	0.5085684673125661	-5.370756921874595	7.840683848167113e-8	2.1175528045013645e-6
6803r05		BA000022.2-3329775-plus	23.111236738801455	3.312720025757453	0.6184428231704783	5.356550196143642	8.48259419550873e-8	2.274433709831729e-6
slr1834	TU958	BA000022.2-943548-plus	22.210864440077284	3.4001415737810223	0.6366993130806617	5.340262670191176	9.281200711230333e-8	2.4707882179111034e-6
	TU716	BA000022.2-726867-minus	17.05623239236858	3.3343593752184812	0.6248786735147764	5.336010839453995	9.501372422502085e-8	2.511462058061367e-6
	TU2645	BA000022.2-2525730-minus	23.738293289763927	2.745282804402509	0.514960417190841	5.331055966162007	9.764331858315136e-8	2.56279329830567e-6
sll0020	TU2570	BA000022.2-2466636-minus	31.454503705382503	2.4495238151017413	0.4597601957172658	5.32782924211234	9.939349965877568e-8	2.5904865260717272e-6
slr1634	TU2127	BA000022.2-2047049-plus	14.68131002115469	3.4742622224532886	0.6532272413952495	5.318611965772429	1.0456186656521027e-7	2.7062644214481853e-6
slr1841	TU971	BA000022.2-959622-plus	10.500751728385023	-3.524163163110347	0.6642638477025397	-5.305366497513324	1.124468398597012e-7	2.890271532117975e-6
	TU3505	BA000022.2-3324872-minus	15.81797982520957	-3.1574495068460613	0.5956409148821836	-5.30092783748846	1.152156261601447e-7	2.941155059581228e-6
slr1311	TU13	BA000022.2-8016-plus	44.83352749539007	2.428338311835168	0.4583867093531712	5.297575741804976	1.173502337842828e-7	2.9752674919321225e-6
slr0623	TU3128	BA000022.2-2961357-plus	31.65575950715077	2.894081634028885	0.5474662685024106	5.286319542472673	1.2480181214196554e-7	3.142813201710173e-6
slr0623	TU3128	BA000022.2-2961342-plus	162.80470706943285	2.04060605926302	0.3861738005136538	5.284164944770435	1.2627943652748943e-7	3.158680939180893e-6
slr0628	TU2793	BA000022.2-2645086-plus	16.54203312008986	3.166327688144331	0.5994598750796313	5.281967684198582	1.278037454885118e-7	3.1754970629045567e-6
slr0821	TU1762	BA000022.2-1712347-plus	15.927193736944147	3.187012465859814	0.6039483072510777	5.276962328722757	1.3134287329604895e-7	3.241820455459433e-6
Norf1_5'UTR	TU292	BA000022.2-299110-minus	18.57450985693028	-2.5529460726519493	0.48500852408524486	-5.2637138233126075	1.411741426202117e-7	3.4615528259574275e-6
ncr1240	TU2555	BA000022.2-2453861-plus	12.118970135114	-2.9921988263464154	0.568758096665654	-5.260934031336327	1.4332545343462475e-7	3.470695521171889e-6
slr2018	TU763	BA000022.2-761063-plus	14.266038196062313	3.5965615512506894	0.6836495554170591	5.26082628556178	1.434094741777491e-7	3.470695521171889e-6
	TU7040	AP004311.1-39461-plus	17.65180055861248	3.2537691983595325	0.6202198739293481	5.246154364170187	1.5530679258182033e-7	3.7343768771125445e-6
slr1311_5'UTR	TU13	BA000022.2-7197-plus	36.282494815917225	-2.0113949971543565	0.38430650338604644	-5.233830235586346	1.660329566622222e-7	3.96669762487245e-6
ncl1350	TU2857	BA000022.2-2706409-minus	17.37095358168581	2.754854587222353	0.5272748273663707	5.2247034074854	1.744344806447475e-7	4.140874581929771e-6
sml0001_5'UTR	TU2443	BA000022.2-2350290-minus	38.61432589342527	2.609728905249919	0.49982204813406544	5.221316096383809	1.776559988990389e-7	4.164301307526528e-6
slr0476	TU2753	BA000022.2-2613294-plus	110.20895636824754	2.15529113831483	0.4126984625580161	5.2224355888213285	1.7658498869281585e-7	4.164301307526528e-6
	TU270	BA000022.2-280957-minus	22.301245012576345	2.420930527589475	0.4644011826903972	5.213015422493958	1.8579544309754526e-7	4.3278726026534444e-6
slr1841	TU971	BA000022.2-959928-plus	330.32611109867423	1.9515094816808025	0.37463773342489565	5.20905746423438	1.8980232825793426e-7	4.393747064703857e-6
	TU5116	AP004310.1-103220-plus	10.204342280315783	4.471837079234078	0.8594560709701581	5.203101392007444	1.9598986783498196e-7	4.508976774203567e-6
slr1834	TU958	BA000022.2-943549-plus	18.76958905598343	4.159306467143035	0.7998306688941191	5.200233785600988	1.9903801207104418e-7	4.551010251464918e-6
slr2076	TU924	BA000022.2-917216-plus	10.83389059980986	3.5015060312870014	0.6747773259384711	5.189128171159508	2.1128093790586265e-7	4.8014881437509154e-6
slr1634	TU2127	BA000022.2-2047056-plus	21.534933616215724	2.681093849855018	0.5174015623305057	5.181843359302401	2.197036910626283e-7	4.946229992598426e-6
ssl0563	TU2375	BA000022.2-2287380-minus	17.499757419695165	3.145444708517215	0.6070723411921901	5.1813342415503225	2.2030431413236884e-7	4.946229992598426e-6
slr0623	TU3128	BA000022.2-2961379-plus	21.23121708169951	2.853422507097575	0.5522437292385712	5.166962259638238	2.37929282378708e-7	5.3099547031463754e-6
sll1789	TU865	BA000022.2-853575-minus	28.471657163558223	-2.3893022221691593	0.46392394769706297	-5.150202385605984	2.6020552418069366e-7	5.772535646556222e-6
	TU3505	BA000022.2-3324867-minus	10.90322704733132	-3.1587676094078914	0.6134936497417992	-5.148818754256577	2.621320208217986e-7	5.780864151496115e-6
	TU1727	BA000022.2-1687478-minus	13.522824992556881	3.133248025774157	0.6096003676119782	5.139839462446858	2.749732982117303e-7	5.999013906292719e-6
slr2076	TU924	BA000022.2-916999-plus	19.654600019381583	-2.412818227515636	0.46945138781060597	-5.139655116940576	2.752431923735055e-7	5.999013906292719e-6
	TU763	BA000022.2-757218-plus	11.19536368095225	3.7740908668960453	0.7345561359037799	5.137920279234338	2.777956757448484e-7	6.019444671517733e-6
slr2051	TU584	BA000022.2-597215-plus	24.41823140427934	3.4425665491429145	0.6722435273584146	5.1210110756595935	3.039017945333321e-7	6.547063515755657e-6
slr0261	TU1546	BA000022.2-1511120-plus	9.76580216419799	-4.129052371900552	0.8069148651581424	-5.117085519413902	3.1029295406523215e-7	6.646332412650117e-6
slr2051	TU584	BA000022.2-597126-plus	18.068190042984032	3.431406970650802	0.6711686459438315	5.112585326189341	3.1777936925832924e-7	6.767792624147388e-6
